time,Аларский_tci,Аларский_utci,Ангарский_tci,Ангарский_utci,Балаганский_tci,Балаганский_utci,Баяндаевский_tci,Баяндаевский_utci,Бодайбинский_tci,Бодайбинский_utci,Боханский_tci,Боханский_utci,Братский_tci,Братский_utci,Жигаловский_tci,Жигаловский_utci,Заларинский_tci,Заларинский_utci,Зиминский_tci,Зиминский_utci,Иркутский_tci,Иркутский_utci,Казачинско-Ленский_tci,Казачинско-Ленский_utci,Катангский_tci,Катангский_utci,Качугский_tci,Качугский_utci,Киренский_tci,Киренский_utci,Куйтунский_tci,Куйтунский_utci,Мамско-Чуйский_tci,Мамско-Чуйский_utci,Нижнеилимский_tci,Нижнеилимский_utci,Нижнеудинский_tci,Нижнеудинский_utci,Нукутский_tci,Нукутский_utci,Ольхонский_tci,Ольхонский_utci,Осинский_tci,Осинский_utci,Слюдянский_tci,Слюдянский_utci,Тайшетский_tci,Тайшетский_utci,Тулунский_tci,Тулунский_utci,Усольский_tci,Усольский_utci,Усть-Илимский_tci,Усть-Илимский_utci,Усть-Кутский_tci,Усть-Кутский_utci,Усть-Удинский_tci,Усть-Удинский_utci,Черемховский_tci,Черемховский_utci,Чунский_tci,Чунский_utci,Шелеховский_tci,Шелеховский_utci,Эхирит-Булагатский_tci,Эхирит-Булагатский_utci,Иркутск_tci,Иркутск_utci,Братск_tci,Братск_utci,Зима_tci,Зима_utci,Саянск_tci,Саянск_utci,Свирск_tci,Свирск_utci,Тулун_tci,Тулун_utci,Усть-Илимск_tci,Усть-Илимск_utci,Черемхово_tci,Черемхово_utci,Усолье-Сибирское_tci,Усолье-Сибирское_utci
2004-12-31,74.01460726022721,-25.902384,81.82079160451889,,72.79077236083836,-24.914944,74.45225979736874,-24.42253,51.59182651343017,-41.971024,76.88833872139453,-24.283993,70.20242850569937,-27.552181,66.63992412376405,-27.870518,73.54060794496536,-28.175695,74.24576952189206,-26.566975,80.70430123514599,-19.23311,64.73513190260182,-31.152714,52.28842823308788,-40.36432,70.19971502614023,-26.630278,58.68404081431505,-35.764725,74.18448688507081,-26.650515,54.81875588239942,-40.39482,64.14962876256307,-29.498495,73.92519631138869,-25.968613,73.92459499895574,-24.178728,80.84237764726984,-19.373346,74.49015114148457,-24.006315,78.63116081384511,-18.794945,70.51185692606435,-24.88259,75.07167089982465,-26.111706,80.40653355176633,-20.96565,60.74448110135397,-32.590244,62.77245629292948,-31.792486,69.07405244914852,-26.802021,76.12708706534428,-24.90212,67.16599665006001,-27.326105,82.1797385392189,-19.32047,78.67605411946774,-23.459063,82.48323526144027,-17.356085,69.77396201610564,-25.099386,74.11063632965087,,74.11633360624313,,75.57086355447768,,74.55802128314971,,61.00223789453506,-33.56323,74.21779114484787,,80.14359752416611,
2005-01-31,73.28804943442344,-14.443265,76.83265636920929,,76.74007353122417,-14.702804,72.32325619016375,-16.525412,60.52172604981165,-22.784094,74.17877062231302,-15.412905,79.40133006461255,-15.161753,70.11972741904259,-15.150052,72.51241760396957,-15.951997,74.8714487852156,-15.026318,79.76425322647445,-18.34385,67.66744766885586,-18.056253,63.85085646315144,-25.740774,69.82269277974537,-16.894629,66.5913536778343,-20.787762,77.08201030492782,-15.2595825,62.32026429212661,-20.877247,75.07497578112286,-16.77718,73.91507268505437,-17.349874,73.67058727264403,-14.583534,78.76358872774874,-20.876593,73.26160085837047,-13.398685,77.87465345639448,-16.487007,81.66384736276441,-13.1253395,76.15210403572429,-15.687332,74.59132858147989,-15.803925,75.14672207824388,-18.983126,70.53897467251176,-18.154446,74.67079989170541,-14.422819,72.85247795529986,-16.986671,81.45800537415916,-14.355448,77.6686100730896,-15.833326,75.0537497516473,-18.690283,79.7933562350273,-15.338223,79.85538429260252,-14.1142435,75.07999521970748,,75.06769857168197,,73.03938697338104,,76.30806674718856,,75.50184673070908,-19.370724,73.22203263998031,,74.34390675783156,
2005-02-28,69.75724465489388,-29.271513,75.4701725745201,,71.5004902291298,-27.105684,70.57042826720645,-25.30035,61.10564292300363,-30.100187,70.69086812734604,-28.305286,70.88521367243358,-28.30524,68.07028676819802,-24.68898,70.12505440187454,-25.67157,71.26669225677848,-26.921232,77.60299015001014,-27.632885,64.98545557947902,-25.303762,60.33543495276203,-32.791664,67.40217810606956,-25.810183,63.08275832733261,-29.69345,71.447041913867,-27.643463,60.52830140713282,-28.609598,67.84966425116856,-27.858593,70.4271717274402,-26.418457,68.9422732335329,-28.392256,74.52622691573517,-25.376192,69.80586384773254,-26.51716,77.23793633295939,-24.383564,74.4386450449113,-27.554714,71.85226484970612,-26.041304,73.79938309155978,-25.495096,66.76259739224116,-30.044077,66.47194514092105,-26.70701,69.38193564633933,-25.520685,70.72422356180522,-25.36583,72.52126676275616,-29.140331,75.43588943719865,-26.908869,72.20300887783367,-25.546461,77.20051999092102,-27.557768,69.91569088220595,-30.01835,70.2504451227188,,70.43809362411498,,69.13524892568589,,70.77945742845536,,67.51044049024581,-30.756609,69.47279710531234,,71.70432289361953,
2005-03-31,87.74895611882212,-20.592386,91.031623005867,,87.24858613619438,-20.27611,85.16854368175778,-20.65514,71.0492016987554,-16.961712,87.42407501846553,-19.945162,87.60055782674193,-21.721972,82.21031479334829,-19.012247,86.00652990436554,-17.887154,88.04205545961857,-19.573845,88.81874503753802,-20.974203,78.24634922882179,-17.539408,76.63563518021856,-24.601854,82.34734330838064,-20.27155,79.05851468420472,-19.977262,87.96710530906915,-21.013268,73.21484891410101,-18.762592,85.7268377439181,-21.69826,84.59693100069249,-21.648788,87.08478664040565,-20.328526,84.22266968532041,-21.320696,85.53868425846099,-18.532661,85.9866434950095,-18.21736,88.8275382313036,-21.913282,87.64362162199888,-19.857098,89.65584220317697,-18.257662,85.20658173465729,-21.844952,82.6394412533442,-20.597963,85.88508507378246,-19.527512,87.09406862341841,-16.96615,88.48452484948292,-21.91414,89.58360667705536,-19.581944,87.25808006425699,-20.965868,90.08769436597824,-19.777952,87.30929634332657,-22.184784,88.24809603452681,,87.96574619293213,,88.4180376291275,,88.35368760824204,,85.94867041826247,-20.147657,87.70665960788727,,90.28106664419175,
2005-04-30,89.28751997947693,1.6189051,88.75336065053939,,89.42111958357003,2.5226426,90.22727712154388,4.5785346,88.80599468449067,-6.001382,89.5983887347579,1.6097319,88.87720610875589,2.0927813,89.75523650722506,4.3927155,87.98153676652906,4.694064,89.05693429589272,4.025048,88.97794203493332,-0.7453259,89.09892329773345,2.2669818,90.54393035431433,-4.4523215,90.57158972920688,3.793709,90.08570937105426,-0.6221445,89.71614266604183,2.5660253,88.23489439507894,-3.2092087,90.0959950558874,2.9452705,87.0055826734858,-0.91797346,89.40965656101703,1.32411,89.90628628665749,-0.6190714,89.45693984429039,2.8882463,86.53555446954874,2.6029792,88.21320021448598,-1.1999985,88.73653329314607,2.9936097,88.33495733627906,3.5805843,90.37610410992303,1.3816787,90.55578723177496,1.4248164,89.18733825128905,3.8429258,87.86421873351804,4.909698,88.97563122465498,1.0862107,88.40535266447066,1.6072518,90.10438572525976,3.1022937,89.02052681446074,1.0860023,88.24618548154831,2.0037575,89.35433696746824,,89.67594899892805,,89.16823866128921,,89.4928136897087,,90.852733938694,2.0216064,89.48995193719864,,89.09128554105759,
2005-05-31,77.14187815626461,2.5800245,75.37037725687027,,80.28802948291484,2.3204134,79.5459338389124,-0.30866387,86.809072032242,4.833596,78.0512455329299,2.280744,80.84525360618318,0.31545714,82.14068335642813,0.6130365,79.94405203135807,3.6785839,77.17067673698067,3.4349816,80.8879841687061,-0.32068956,82.36861977131335,4.5435443,81.97813773590899,5.871727,81.13577758101054,-1.5988557,81.10824632869702,4.984134,77.62039517213901,3.433905,84.87302924494516,5.16302,81.06740005397796,4.1868153,83.42687411902206,2.3448577,78.61771770179271,3.065139,86.74878607460946,-3.3252482,80.95945346037547,2.6082757,83.4575837448927,2.9588978,78.34405943024544,1.7390697,78.89971120184119,3.2839081,77.6786762879445,4.7160497,80.96514634794659,4.2905335,81.5082312160951,6.280094,81.16811955544414,0.57140213,79.13151697428329,4.463214,79.13858867622555,0.68212706,77.31794438171387,3.805858,78.88073179384072,0.26287502,77.66132103443144,3.468488,84.08649294376373,-1.3582726,76.8444515967369,,76.98671391010284,,75.70265393018722,,77.27314193248749,,80.93258347034454,5.8824677,76.1110707783699,,75.71168140172958,
2005-06-30,78.82488808472951,21.740648,78.82629235506057,,75.85489542511792,22.105736,78.79445767027991,19.050533,72.04587031413767,15.735786,78.03311660438776,21.040668,75.43590418719627,20.14248,74.99663097567559,20.237303,73.75756872280438,20.19754,76.90838334441183,22.185051,73.69395051700099,16.133453,75.86902370449786,18.993977,81.94703297743732,14.928293,77.98861609189852,18.755726,80.43088414537573,19.114273,77.6324646147092,22.397354,73.94959906564438,17.570017,78.5795430849393,20.349573,66.69833843818732,17.13957,80.19228101968766,21.989548,68.48870299057526,11.939045,75.60660685168372,20.417122,67.12463329085936,14.852907,76.21166779431603,20.65507,73.4922100517244,21.294918,74.98629525349689,20.18234,78.1409017425378,19.00238,77.72771871878776,20.381754,75.91779584191283,21.464056,73.13450133105982,18.873264,77.18613980539261,20.80577,75.58712741303444,20.155533,78.71180567502975,20.339394,78.33423363924025,19.399492,73.32928926587105,17.817965,77.54043661117554,,79.14330181837082,,79.04974007844923,,75.76874014616013,,78.90945513486861,19.208622,78.75680156230926,,78.52153351545333,
2005-07-31,88.65530943274497,19.62171,88.4920960187912,,88.58672577876311,19.543776,89.3350231051445,19.59987,79.32157259020825,3.2569475,88.38806569904091,21.009716,88.75725674516197,18.808264,87.96369989991186,19.500889,84.24364558108645,18.932125,87.80284535989165,19.098043,84.74623283280268,17.637138,87.86424213641648,16.631973,88.15763874251222,15.073163,89.31665979392187,19.539955,89.52153982572467,14.231394,88.35347822343309,18.132584,83.91926647162437,10.526383,89.91135867124136,17.923906,77.0242776695213,15.602003,89.43589706122873,19.700762,82.41810434151779,13.356153,87.58677514659034,19.620386,80.86410078553054,18.387085,86.24174807921534,19.427427,82.81087416063656,17.056082,85.31175326952565,20.402775,88.80861657182376,17.640633,89.95192395901975,16.959513,89.28607386409018,19.72902,83.51117594392403,19.49783,88.51069169301834,19.83057,85.4621691801548,19.922993,87.63280246893562,20.062485,87.96817882299423,19.687143,89.16978455305099,19.56074,89.18462300300598,,91.09344961643215,,88.3943326115608,,85.13424212694167,,88.77308130264282,18.288267,88.7542668223381,,88.47887376546859,
2005-08-31,85.27537427743276,13.026054,82.04292414665223,,81.49656355656109,10.308417,81.01676828520638,9.215901,68.6269718948315,7.497609,82.55285834580661,11.825485,80.1498702345111,8.39659,76.55432582263946,7.224461,77.68235379950204,11.503497,81.38000570110977,13.544802,81.52608578929197,11.530674,76.99071011815752,7.884062,78.16186984538378,6.6955795,78.10738629937171,8.063922,80.97431063667634,6.783616,80.78059004594883,11.981609,73.55462807832446,7.882991,81.42764389207628,7.633069,68.95454129128584,7.1363916,86.37370120882987,13.436596,79.93167317896179,9.724881,80.48796551783877,11.257693,73.52210649416996,10.876475,81.89524653421294,8.801941,75.67830153772324,11.843388,77.23425592385804,11.52751,82.45728837617237,7.5405293,79.98769950922623,6.646614,79.68527359023386,8.396887,75.97728883344193,9.915862,82.98358364529079,8.579119,77.622044516325,11.531273,81.28424738367399,9.967891,82.43735424399375,12.210246,82.56242273569106,9.236842,83.15202556371688,,83.22028715372085,,83.55954140424728,,78.96415701270102,,83.58119023084639,7.059835,85.77259984254836,,82.54226856708527,
2005-09-30,73.80990103960036,-3.5404885,71.88771364688873,,74.13264471255815,-0.25876576,78.17806512083325,-5.2189217,81.01405533643633,2.783711,73.16802413374187,-4.1439376,73.62158749756873,-0.32036167,78.98453918018342,-0.92669433,76.96144775295257,-1.1493312,75.19872789263725,-0.7876173,70.45206476759029,-6.7366505,77.25642414622492,0.30420762,76.27768273191582,2.243149,79.74069968015809,-4.6935325,75.48396214687936,2.474328,75.08456368486085,-0.33503485,78.9579304613613,1.8953298,75.17418856594298,1.3229146,79.28066479544555,-1.2258102,72.93864038825033,-2.5173247,72.04943549076715,-7.5243716,74.65950024843217,-1.8112755,71.41445437192915,-6.578889,73.43289681296196,0.66519904,76.13399891311471,-0.23897094,74.69971094424908,-4.235723,75.47512345981598,1.8202376,76.76825527170557,0.24142306,75.73938052508296,0.77730554,76.6196574373867,-1.8249019,73.9451332498732,0.98731136,73.15515053844452,-6.251715,76.4587744784355,-5.08506,69.70496471643447,-6.0240784,71.34244406461715,-0.2101326,74.67524518728256,,74.76472557544707,,73.3898353266716,,74.3180275440216,,74.24517951250077,2.3631287,73.88764599561691,,71.58221334457397,
2005-10-31,82.03387266635895,-14.732112,81.53391987323761,,80.28352555623421,-15.504591,85.92727169036867,-17.649817,79.22196676761939,-13.98975,81.48659317225219,-15.581097,79.16674478462765,-16.014109,81.06035661668778,-16.849236,83.0154542725881,-10.9341135,81.5060072569549,-13.4228945,79.66858174650756,-15.20533,78.70452615998008,-18.460392,81.75430384395547,-18.553015,83.19053888310705,-18.849186,78.6412968511225,-19.049673,80.383018835783,-14.447043,76.9221817643983,-16.350533,80.1462826950815,-17.477314,80.28591657883355,-12.396111,79.97258905768395,-15.745142,80.41098873340721,-20.993986,80.80655163129171,-15.456409,78.73622942539363,-9.063421,78.61392140719197,-12.976864,80.86615292852574,-11.999339,82.92988649845122,-9.0403385,79.79219714689255,-18.73733,79.75194329562011,-19.155375,79.6685749529819,-15.18446,83.28544647434482,-8.609644,78.85531344792199,-14.67369,82.0459774980545,-11.272618,85.27793909152349,-16.237436,79.66083409070968,-11.920539,78.15001259088515,-16.859226,80.23783472537994,,80.36770172834396,,81.90305170059204,,80.16489061355591,,78.70236788034438,-18.034513,82.20352606534958,,81.45566905736924,
2005-11-30,81.40550666809082,-11.853294,82.13970999002457,,79.99534673489057,-8.435079,76.35095995971135,-12.10819,52.45324264182098,-22.84607,80.23479996830224,-9.999128,79.0514715141445,-8.845336,72.87972517485619,-10.020319,79.68784787654874,-14.015387,82.22321687921881,-10.767881,82.28727666192583,-6.1481113,65.9564066774195,-12.852951,58.91199453354535,-16.070501,73.19716598585673,-12.428998,61.381005847654606,-14.349057,81.46508333782354,-8.603243,53.190466247535895,-18.52194,76.4835518415769,-10.50299,74.76341893477098,-15.8102665,81.22388952732084,-9.891482,80.83206454486559,-11.934116,78.49204844395318,-8.532637,81.26253486303185,-6.3199787,79.41102601112857,-8.05108,82.05529882929541,-12.350367,82.14189683877504,-10.064286,75.02186492093404,-9.770469,71.68115311740357,-12.171538,76.3752683864321,-9.27002,81.55580735154773,-13.434888,79.01408379157384,-6.7623997,82.7765832400322,-8.73784,78.76127404530843,-10.95659,82.74568166732787,-6.0873146,79.38675254583359,-7.665296,81.30061257123947,,81.13755546331404,,81.69387930870056,,81.83889112234115,,75.66362847566604,-9.9538,81.29149431943893,,81.68132934570312,
