address,agr_type,Calculate,id,name,region,sameness,sameness_group,source,type,counter,lat,lon,original_address,points,reffers_to,category
"Россия, Иркутск, улица Мухиной",Культурно-познавательный туризм,Культурно-познавательный,1462,Иркутский областной кинофонд,Иркутск,0,1,Культура OpenTripMap.xlsx,"cinemas,theatres_and_entertainments,cultural,interesting_places",1,52.230946,104.303238,0,Point,,Другое
"Россия, Иркутск, Пролетарская улица",Культурно-познавательный туризм,Культурно-познавательный,1371,Иркутский государственный цирк,Иркутск,0,1,Культура OpenTripMap.xlsx,"circuses,cultural,theatres_and_entertainments,interesting_places",1,52.287601,104.287224,0,Point,,Другое
"Россия, Иркутск, Партизанская улица",Культурно-познавательный туризм,Культурно-познавательный,1672,Карамель,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,cinemas,theatres_and_entertainments,interesting_places",1,52.27903,104.302513,0,Point,,Другое
"Россия, Иркутск, Севастопольская улица",Культурно-познавательный туризм,Культурно-познавательный,1636,Россия,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,cinemas,theatres_and_entertainments,interesting_places",1,52.351261,104.161736,0,Point,,Другое
"Россия, Иркутск, бульвар Рябикова",Культурно-познавательный туризм,Культурно-познавательный,1635,Орион,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,cinemas,theatres_and_entertainments,interesting_places",1,52.262394,104.211678,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1637,Художественный,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,cinemas,theatres_and_entertainments,interesting_places",1,52.280792,104.283791,0,Point,,Другое
"Россия, Иркутск, улица Сергеева",Культурно-познавательный туризм,Культурно-познавательный,1532,Кино Jam,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,cinemas,theatres_and_entertainments,interesting_places",1,52.265224,104.221436,0,Point,,Другое
"Россия, Иркутск, Подгорная улица",Культурно-познавательный туризм,Культурно-познавательный,1621,CCCP Museum,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,52.278496,104.29879,0,Point,,Другое
"Россия, Иркутск, улица Безбокова",Культурно-познавательный туризм,Культурно-познавательный,1606,Дом детского творчества №3,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,52.231907,104.315918,0,Point,,Другое
"Россия, Иркутск, улица Декабрьских Событий",Культурно-познавательный туризм,Культурно-познавательный,1614,Иркутский областной художественный музей им. В. П. Сукачёва,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,52.279602,104.31649,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1624,Художественный музей,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,52.284271,104.287331,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1586,Экспозиция военной техники,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,52.289791,104.293831,0,Point,,Другое
"Россия, Иркутск, улица Лермонтова",Культурно-познавательный туризм,Культурно-познавательный,1619,Экспериментарий,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,52.24509,104.271461,0,Point,,Другое
"Россия, Иркутск, улица Халтурина",Культурно-познавательный туризм,Культурно-познавательный,1622,Городской Выставочный Центр им. В.С.Рогаля,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,52.289429,104.287323,0,Point,,Другое
"Россия, Иркутск, Свердловский округ",Культурно-познавательный туризм,Культурно-познавательный,1627,Хижина Енота,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,zoos",1,52.249886,104.278679,0,Point,,Другое
"Россия, Иркутск, предместье Глазково",Культурно-познавательный туризм,Культурно-познавательный,1591,Контактный детский зоопарк,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,zoos",1,52.26321,104.246277,0,Point,,Другое
"Россия, Иркутск, предместье Глазково",Культурно-познавательный туризм,Культурно-познавательный,1628,Нерпинарий,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,zoos",1,52.279594,104.249924,0,Point,,Другое
"Россия, Иркутск, Российская улица",Культурно-познавательный туризм,Культурно-познавательный,1476,Геологический музей,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,museums,science_museums,interesting_places",1,52.286156,104.276443,0,Point,,Другое
"Россия, Иркутск, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1367,Иркутский областной театр юного зрителя им. А. Вампилова,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,theatres_and_entertainments,interesting_places,children_theatres",1,52.277653,104.285492,0,Point,,Другое
"Россия, Иркутск, переулок Волконского",Культурно-познавательный туризм,Культурно-познавательный,1470,Театр-студия «Театр Пилигримов»,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,theatres_and_entertainments,interesting_places,music_venues",1,52.287277,104.304413,0,Point,,Другое
"Россия, Иркутск, улица Дзержинского",Культурно-познавательный туризм,Культурно-познавательный,1466,Иркутская областная филармония,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,theatres_and_entertainments,interesting_places,music_venues",1,52.278023,104.285233,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1362,Иркутский академический драматический театр им. Н. П. Охлопкова,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,theatres_and_entertainments,interesting_places,other_theatres",1,52.277691,104.281387,0,Point,,Другое
"Россия, Иркутск, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1594,Театр юного зрителя им. А.Вампилова,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,theatres_and_entertainments,interesting_places,other_theatres",1,52.280048,104.282944,0,Point,,Другое
"Россия, Иркутск, Старо-Кузьмихинская улица",Культурно-познавательный туризм,Культурно-познавательный,1536,Колодец,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,installation",1,52.245773,104.28019,0,Point,,Другое
"Россия, Иркутск, улица Сурикова",Культурно-познавательный туризм,Культурно-познавательный,1648,Сквер молодёжи,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,installation",1,52.290211,104.276695,0,Point,,Другое
"Россия, Иркутск, Кировский район",Культурно-познавательный туризм,Культурно-познавательный,1538,Байкальская нерпа,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,sculptures",1,52.274147,104.27729,0,Point,,Другое
"Россия, Иркутск, Кировский район",Культурно-познавательный туризм,Культурно-познавательный,1657,Солнечные часы,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,sculptures",1,52.27792,104.283958,0,Point,,Другое
"Россия, Иркутск, улица Горького",Культурно-познавательный туризм,Культурно-познавательный,1540,Иркутская кошка,Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,sculptures",1,52.281918,104.279465,0,Point,,Другое
"Россия, Иркутск, улица Марата",Культурно-познавательный туризм,Культурно-познавательный,1654,"""Биг Бен""",Иркутск,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,sculptures",1,52.280052,104.281639,0,Point,,Другое
"Россия, Иркутск, сквер имени Кирова",Культурно-познавательный туризм,Культурно-познавательный,1541,Главный фонтан города,Иркутск,0,1,Культура OpenTripMap.xlsx,"fountains,cultural,urban_environment,interesting_places",1,52.287762,104.280754,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1545,Фонтан у Дома художников,Иркутск,0,1,Культура OpenTripMap.xlsx,"fountains,cultural,urban_environment,interesting_places",1,52.290588,104.295677,0,Point,,Другое
"Россия, Иркутск, сквер имени Сигеки Мори",Культурно-познавательный туризм,Культурно-познавательный,1487,сквер имени Сигеки Мори,Иркутск,0,1,Культура OpenTripMap.xlsx,"gardens_and_parks,cultural,urban_environment,interesting_places",1,52.282711,104.283333,0,Point,,Другое
"Россия, Иркутск, улица Седова",Культурно-познавательный туризм,Культурно-познавательный,1454,Арт-галерея «Диас»,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,art_galleries",1,52.273312,104.292068,0,Point,,Другое
"Россия, Иркутск, улица Сухэ-Батора",Культурно-познавательный туризм,Культурно-познавательный,1415,Галерея сибирского искусства Музея им. В. П. Сукачёва,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,art_galleries",1,52.283443,104.286461,0,Point,,Другое
"Россия, Иркутск, улица Фридриха Энгельса",Культурно-познавательный туризм,Культурно-познавательный,1437,Мастерская-5,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,art_galleries",1,52.284008,104.302849,0,Point,,Другое
"Россия, Иркутск, Ленинский округ",Культурно-познавательный туризм,Культурно-познавательный,1395,Иркутское авиационное производственное объединение,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,history_museums",1,52.352879,104.209473,0,Point,,Другое
"Россия, Иркутск, улица Александра Невского",Культурно-познавательный туризм,Культурно-познавательный,1447,Музей истории Иркутского педагогического университета,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,history_museums",1,52.275887,104.309692,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1431,Музей истории ИГУ,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,history_museums",1,52.276684,104.277771,0,Point,,Другое
"Россия, Иркутск, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1430,Музей истории Иркутского лингвистического университета,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,history_museums",1,52.288673,104.278236,0,Point,,Другое
"Россия, Иркутск, улица Рабочего Штаба",Культурно-познавательный туризм,Культурно-познавательный,1449,Музей истории профтехобразования Иркутской области при ГТУ-1,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,history_museums",1,52.301109,104.299812,0,Point,,Другое
"Россия, Иркутск, улица Чернышевского",Культурно-познавательный туризм,Культурно-познавательный,1422,Музей истории ИрГУПС,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,history_museums",1,52.27071,104.261192,0,Point,,Другое
"Россия, Иркутск, улица Ширямова",Культурно-познавательный туризм,Культурно-познавательный,1441,Иркутск,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,history_museums",1,52.272743,104.355865,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1412,Отдел истории Иркутского областного краеведческого музея,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,history_museums,local_museums",1,52.275749,104.27816,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1404,Отдел природы Иркутского областного краеведческого музея,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,local_museums",1,52.282051,104.283691,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1410,Музейная студия,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,local_museums,art_galleries",1,52.281788,104.284203,0,Point,,Другое
"Россия, Иркутск, Советская улица",Культурно-познавательный туризм,Культурно-познавательный,1426,Музей боевой славы ИВАИИ,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,military_museums",1,52.27766,104.338226,0,Point,,Другое
"Россия, Иркутск, Красноказачья улица",Культурно-познавательный туризм,Культурно-познавательный,1443,Музей института повышения квалификации им. Антипина,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,other_museums",1,52.281837,104.315163,0,Point,,Другое
"Россия, Иркутск, улица Академика Образцова",Культурно-познавательный туризм,Культурно-познавательный,1436,Иркутск-Сортировочный,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,other_museums",1,52.339672,104.206924,0,Point,,Другое
"Россия, Иркутск, улица Лермонтова",Культурно-познавательный туризм,Культурно-познавательный,1391,Экспериментарий,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,other_museums",1,52.248974,104.27211,0,Point,,Другое
"Россия, Иркутск, улица Тимирязева",Культурно-познавательный туризм,Культурно-познавательный,1442,Иркутский музей пожарно-технического центра,Иркутск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,other_museums",1,52.284126,104.297928,0,Point,,Другое
"Россия, Иркутск, предместье Глазково",Культурно-познавательный туризм,Культурно-познавательный,1360,Иркутск-пассажирский,Иркутск,0,1,Культура OpenTripMap.xlsx,"railway_stations,industrial_facilities,museums,cultural,interesting_places,history_museums",1,52.283134,104.259697,0,Point,,Другое
"Россия, Иркутск, Кооперативный переулок",Культурно-познавательный туризм,Культурно-познавательный,1543,"Дворец спорта ""Юность""",Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,pools",1,52.288193,104.284103,0,Point,,Другое
"Россия, Иркутск, улица Авиастроителей",Культурно-познавательный туризм,Культурно-познавательный,1535,"""Кристалл""",Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,pools",1,52.35104,104.226517,0,Point,,Другое
"Россия, Иркутск, Байкальская улица",Культурно-познавательный туризм,Культурно-познавательный,1607,Байкал-Арена,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.255272,104.36322,0,Point,,Другое
"Россия, Иркутск, Байкальская улица",Культурно-познавательный туризм,Культурно-познавательный,1552,бассейн Газпром,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.256611,104.350479,0,Point,,Другое
"Россия, Иркутск, Кировский район",Культурно-познавательный туризм,Культурно-познавательный,1383,"Стадион ""Труд""",Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.276318,104.282112,0,Point,,Другое
"Россия, Иркутск, Кировский район",Культурно-познавательный туризм,Культурно-познавательный,1666,Стадион на Мопра,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.291302,104.293716,0,Point,,Другое
"Россия, Иркутск, Октябрьский округ",Культурно-познавательный туризм,Культурно-познавательный,1550,Дерт-Парк велосипед,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.24242,104.373993,0,Point,,Другое
"Россия, Иркутск, Октябрьский округ",Культурно-познавательный туризм,Культурно-познавательный,1529,Кроссовая трасса,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.241714,104.372116,0,Point,,Другое
"Россия, Иркутск, Октябрьский округ",Культурно-познавательный туризм,Культурно-познавательный,1553,Стадион Авиатор,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.275085,104.352341,0,Point,,Другое
"Россия, Иркутск, Октябрьский округ",Культурно-познавательный туризм,Культурно-познавательный,1549,Эндуро-Трасса,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.241474,104.36721,0,Point,,Другое
"Россия, Иркутск, микрорайон Ново-Ленино",Культурно-познавательный туризм,Культурно-познавательный,1533,Локомотив,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.334145,104.210678,0,Point,,Другое
"Россия, Иркутск, микрорайон Первомайский",Культурно-познавательный туризм,Культурно-познавательный,1528,поле,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.25264,104.238052,0,Point,,Другое
"Россия, Иркутск, предместье Глазково",Культурно-познавательный туризм,Культурно-познавательный,1489,Байкал,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.288727,104.247879,0,Point,,Другое
"Россия, Иркутск, предместье Глазково",Культурно-познавательный туризм,Культурно-познавательный,1488,Локомотив,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.289116,104.250702,0,Point,,Другое
"Россия, Иркутск, предместье Рабочее",Культурно-познавательный туризм,Культурно-познавательный,1547,Стадион ДИНАМО,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.290409,104.31974,0,Point,,Другое
"Россия, Иркутск, улица Лермонтова",Культурно-познавательный туризм,Культурно-познавательный,1537,Ледовый дворец,Иркутск,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.25251,104.266434,0,Point,,Другое
"Россия, Иркутск, улица Сухэ-Батора",Культурно-познавательный туризм,Культурно-познавательный,1456,Органный зал Иркутской областной филармонии,Иркутск,0,1,Культура OpenTripMap.xlsx,"theatres_and_entertainments,cultural,interesting_places,music_venues",1,52.290409,104.282516,0,Point,,Другое
"Россия, Иркутск, предместье Глазково",Культурно-познавательный туризм,Культурно-познавательный,1486,парк Парижской Коммуны,Иркутск,0,1,Культура OpenTripMap.xlsx,"urban_environment,gardens_and_parks,cultural,interesting_places",1,52.287739,104.250343,0,Point,,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1641,Интернационал,Иркутск,0,1,Культура OpenTripMap.xlsx,"wall_painting,cultural,urban_environment,interesting_places",1,52.285854,104.289322,0,Point,,Другое
"Россия, Иркутский район, Большереченское муниципальное образование, посёлок Тальцы",Культурно-познавательный туризм,Культурно-познавательный,1365,Иркутский архитектурно-этнографический музей «Тальцы»,Иркутский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,history_museums,local_museums,art_galleries",1,51.995285,104.666061,0,Point,,Другое
"Россия, Иркутский район, Большереченское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1578,Лукоморье,Иркутский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,51.984322,104.692757,0,Point,,Другое
"Россия, Иркутский район, Листвянское муниципальное образование, рабочий посёлок Листвянка, улица Куликова",Культурно-познавательный туризм,Культурно-познавательный,1585,выставка авторетротехники,Иркутский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,51.859577,104.86557,0,Point,,Другое
"Россия, Иркутский район, Листвянское муниципальное образование, рабочий посёлок Листвянка, улица Чапаева",Культурно-познавательный туризм,Культурно-познавательный,1579,Музей Кумир,Иркутский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,51.85638,104.875191,0,Point,,Другое
"Россия, Иркутский район, Уриковское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1555,Мусора,Иркутский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,52.382359,104.303001,0,Point,,Другое
"Россия, Иркутский район, Листвянское муниципальное образование, рабочий посёлок Листвянка, улица Горького",Культурно-познавательный туризм,Культурно-познавательный,1590,Нерпинарий,Иркутский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,zoos",1,51.845379,104.875488,0,Point,,Другое
"Россия, Иркутский район, Листвянское муниципальное образование, рабочий посёлок Листвянка, улица Островского",Культурно-познавательный туризм,Культурно-познавательный,1526,Шансон-приют,Иркутский,0,1,Культура OpenTripMap.xlsx,"cultural,theatres_and_entertainments,interesting_places,other_theatres",1,51.863354,104.868904,0,Point,,Другое
"Россия, Иркутский район, Листвянское муниципальное образование, рабочий посёлок Листвянка, улица Горького",Культурно-познавательный туризм,Культурно-познавательный,1647,Рыбак,Иркутский,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,installation",1,51.855412,104.860481,0,Point,,Другое
"Россия, Иркутский район, Листвянское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1388,Musée du Baïkal,Иркутский,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,other_museums",1,51.910587,104.881607,0,Point,,Другое
"Россия, Иркутский район, Ушаковское муниципальное образование, село Пивовариха, Степная улица",Культурно-познавательный туризм,Культурно-познавательный,1556,37,Иркутский,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.27121,104.439491,0,Point,,Другое
"Россия, Иркутский район, Хомутовское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1500,"Рекорд (стадион, Иркутск)",Иркутский,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.437222,104.334999,0,Point,,Другое
"Россия, Иркутский район, посёлок Молодёжный",Культурно-познавательный туризм,Культурно-познавательный,1551,4/1,Иркутский,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,52.248852,104.408234,0,Point,,Другое
"Россия, Иркутский район, Листвянское муниципальное образование, рабочий посёлок Листвянка, территория Горнолыжный комплекс Истлэнд",Культурно-познавательный туризм,Культурно-познавательный,1494,Nikola,Иркутский,0,1,Культура OpenTripMap.xlsx,"winter_sports,skiing,sport",1,51.876354,104.842735,0,Point,,Другое
"Россия, Иркутская область, Казачинско-Ленский район, Магистральнинское муниципальное образование, рабочий посёлок Магистральный",Культурно-познавательный туризм,Культурно-познавательный,1406,Казачинско-Ленский районный краеведческий музей,Казачинско-Ленский,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,local_museums",1,56.169781,107.438789,0,Point,,Другое
"Россия, Иркутская область, Катангский район, село Ербогачён, улица Шишкова",Культурно-познавательный туризм,Культурно-познавательный,1398,Литературно-краеведческий музей,Катангский,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,local_museums",1,61.275417,108.004387,0,Point,,Другое
"Россия, Иркутская область, рабочий посёлок Качуг",Культурно-познавательный туризм,Культурно-познавательный,1609,Дом культуры,Качугский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,53.962891,105.880272,0,Point,,Другое
"Россия, Иркутская область, рабочий посёлок Качуг",Культурно-познавательный туризм,Культурно-познавательный,1669,Орёл,Качугский,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,sculptures",1,53.980877,105.860924,0,Point,,Другое
"Россия, Иркутская область, Качугский район, Ангинское муниципальное образование, село Анга, Совхозная улица",Культурно-познавательный туризм,Культурно-познавательный,1408,Культурно-просветительский центр имени святителя Иннокентия,Качугский,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,local_museums",1,53.983433,106.186104,0,Point,,Другое
"Россия, Иркутская область, Киренск, Советская улица",Культурно-познавательный туризм,Культурно-познавательный,1403,МКУК «ИКМ»,Киренский,0,1,Культура OpenTripMap.xlsx,"children_museums,museums,cultural,interesting_places",1,57.775864,108.115128,0,Point,,Другое
"Россия, Иркутская область, Киренск, микрорайон Мельничный",Культурно-познавательный туризм,Культурно-познавательный,1575,Стадион,Киренский,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,57.789635,108.107796,0,Point,,Другое
"Россия, Иркутская область, Куйтунский район, Ленинское муниципальное образование, посёлок Игнино",Культурно-познавательный туризм,Культурно-познавательный,1421,Игнинский художественный музей,Куйтунский,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,art_galleries",1,54.088257,101.753937,0,Point,,Другое
"Россия, Иркутская область, Железногорск-Илимский",Культурно-познавательный туризм,Культурно-познавательный,1611,Дельфин,Нижнеилимский,0,1,Культура OpenTripMap.xlsx,"sport,pools",1,56.583584,104.118866,0,Point,,Другое
"Россия, Иркутская область, Железногорск-Илимский",Культурно-познавательный туризм,Культурно-познавательный,1571,Стадион,Нижнеилимский,0,1,Культура OpenTripMap.xlsx,"sport,stadiums",1,56.571735,104.125473,0,Point,,Другое
"Россия, Иркутская область, Железногорск-Илимский",Культурно-познавательный туризм,Культурно-познавательный,1496,Гора Восточная,Нижнеилимский,0,1,Культура OpenTripMap.xlsx,"winter_sports,skiing,sport",1,56.594479,104.128609,0,Point,,Другое
"Россия, Иркутская область, Нижнеудинский район, Шумское муниципальное образование, рабочий посёлок Шумский, Советская улица",Культурно-познавательный туризм,Культурно-познавательный,1603,Заброшенный Дом культуры,Нижнеудинский,0,1,Культура OpenTripMap.xlsx,"cultural,cinemas,theatres_and_entertainments,interesting_places",1,54.834435,99.130486,0,Point,,Другое
"Россия, Иркутская область, Нижнеудинск, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1446,Нижнеудинский краеведческий музей,Нижнеудинский,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,local_museums",1,54.905411,99.031204,0,Point,,Другое
"Россия, Иркутская область, Ольхонский район, Шара-Тоготское муниципальное образование, село Сахюрта, Центральная улица",Культурно-познавательный туризм,Культурно-познавательный,1562,Музей рыболовного промысла,Ольхонский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,53.016636,106.885056,0,Point,,Другое
"Россия, Иркутская область, Ольхонский район, посёлок Хужир, Кирпичная улица",Культурно-познавательный туризм,Культурно-познавательный,1563,"Картинная галлерея в ""Мастерской Ощепковых""",Ольхонский,0,1,Культура OpenTripMap.xlsx,"cultural,urban_environment,interesting_places,installation",1,53.198112,107.338417,0,Point,,Другое
"Россия, Иркутская область, Саянск, Олимпийский микрорайон",Культурно-познавательный туризм,Культурно-познавательный,1650,Городской фонтан,Саянск,0,1,Культура OpenTripMap.xlsx,"fountains,cultural,urban_environment,interesting_places",1,54.112034,102.168861,0,Point,,Другое
"Россия, Иркутская область, Саянск, микрорайон Строителей",Культурно-познавательный туризм,Культурно-познавательный,1397,Музей истории,Саянск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,children_museums,interesting_places,history_museums,local_museums",1,54.114281,102.174217,0,Point,,Другое
"Россия, Иркутская область, Саянск, микрорайон Юбилейный",Культурно-познавательный туризм,Культурно-познавательный,1444,Саянская картинная галерея,Саянск,0,1,Культура OpenTripMap.xlsx,"museums,cultural,interesting_places,art_galleries",1,54.102554,102.157089,0,Point,,Другое
"Россия, Иркутская область, Слюдянский район, Байкальское муниципальное образование, Байкальск, микрорайон Южный",Культурно-познавательный туризм,Культурно-познавательный,1630,Юбилейный,Слюдянский,0,1,Культура OpenTripMap.xlsx,"cultural,cinemas,theatres_and_entertainments,interesting_places",1,51.508312,104.141174,0,Point,,Другое
"Россия, Иркутская область, Слюдянка, Железнодорожная улица",Культурно-познавательный туризм,Культурно-познавательный,1582,Музей истории ВСЖД,Слюдянский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,51.654751,103.726517,0,Point,,Другое
"Россия, Иркутская область, Слюдянка, улица Бабушкина",Культурно-познавательный туризм,Культурно-познавательный,1581,Музей древностей Байкала,Слюдянский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,51.6534,103.726952,0,Point,,Другое
"Россия, Иркутская область, Слюдянский район, Портбайкальское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1583,Выставка-экспозиция КБЖД,Слюдянский,0,1,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",1,51.870178,104.809067,0,Point,,Другое
"Россия, Иркутская область, Слюдянка, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1593,Дом культуры «Перевал»,Слюдянский,0,1,Культура OpenTripMap.xlsx,"cultural,theatres_and_entertainments,interesting_places,other_theatres",1,51.671722,103.685242,0,Point,,Другое
"Россия, Иркутская область, Слюдянка, улица Парижской Коммуны",Культурно-познавательный туризм,Культурно-познавательный,1592,Дворец культуры железнодорожников,Слюдянский,0,1,Культура OpenTripMap.xlsx,"cultural,theatres_and_entertainments,interesting_places,other_theatres",1,51.656429,103.719742,0,Point,,Другое
