address,agr_type,Calculate,id,name,region,sameness,sameness_group,source,type,counter,lat,lon,original_address,points,reffers_to,category
"Россия, Иркутская область, Эхирит-Булагатский район, посёлок Усть-Ордынский, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1587,Национальный музей УОБО,Эхирит-Булагатский,2,0,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,other_museums",0,52.802807,104.758095,0,Point,192.0,Другое
"Россия, Иркутская область, Усолье-Сибирское, Комсомольский проспект",Культурно-познавательный туризм,Культурно-познавательный,1475,Городской краеведческий музей,не обнаружено,2,0,Культура OpenTripMap.xlsx,"cultural,museums,interesting_places,history_museums,local_museums",0,52.749088,103.650558,0,Point,301.0,Другое
"Россия, Иркутская область, Ангарск",Культурно-познавательный туризм,Культурно-познавательный,1713,В.С.Высоцкому,Ангарский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.525242,103.86467,0,Point,1513.0,Другое
"Россия, Иркутская область, Ангарск, улица Глинки",Культурно-познавательный туризм,Культурно-познавательный,1716,Цветок - Дружба народов,Ангарский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,52.541985,103.882042,0,Point,1089.0,Другое
"Россия, Иркутская область, Ангарск, площадь Ленина",Культурно-познавательный туризм,Культурно-познавательный,1720,Памятник Ленину В.И.,Ангарский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,52.544621,103.887909,0,Point,1090.0,Другое
"Россия, Иркутская область, Бодайбо, Загородная улица",Культурно-познавательный туризм,Культурно-познавательный,1828,Вышка,Бодайбинский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,57.864906,114.212944,0,Point,578.0,Другое
"Россия, Иркутская область, Бодайбо",Культурно-познавательный туризм,Культурно-познавательный,1833,Памятник старателям,Бодайбинский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,57.846031,114.202843,0,Point,1832.0,Другое
"Россия, Иркутская область, Братск, жилой район Энергетик",Культурно-познавательный туризм,Культурно-познавательный,1889,Памятник И. И. Наймушину,Братск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,56.296593,101.766296,0,Point,1664.0,Другое
"Россия, Иркутск, Пролетарская улица",Культурно-познавательный туризм,Культурно-познавательный,1679,Бюст Ленина,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",0,52.285694,104.289024,0,Point,1368.0,Другое
"Россия, Иркутск, бульвар Гагарина",Культурно-познавательный туризм,Культурно-познавательный,1743,Памятник Камню,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.2798,104.275665,0,Point,1539.0,Другое
"Россия, Иркутск, улица Нижняя Набережная",Культурно-познавательный туризм,Культурно-познавательный,1759,Памятник учителю,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.293083,104.284149,0,Point,1544.0,Другое
"Россия, Иркутск, улица Франк-Каменецкого",Культурно-познавательный туризм,Культурно-познавательный,1760,В. В. Куйбышеву,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.290974,104.296898,0,Point,1546.0,Другое
"Россия, Иркутск, сквер у памятника маршалу Жукову",Культурно-познавательный туризм,Культурно-познавательный,1765,Г. К. Жукову,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.248878,104.352425,0,Point,1548.0,Другое
"Россия, Иркутск, улица Канадзавы",Культурно-познавательный туризм,Культурно-познавательный,1861,Фонарь котодзи-торо,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.285648,104.279335,0,Point,1658.0,Другое
"Россия, Иркутск, улица Седова",Культурно-познавательный туризм,Культурно-познавательный,1884,Корги,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.275265,104.287643,0,Point,1659.0,Другое
"Россия, Иркутск, улица Седова",Культурно-познавательный туризм,Культурно-познавательный,1885,Бабр,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.275982,104.286606,0,Point,1660.0,Другое
"Россия, Иркутск, Куйбышевский район",Культурно-познавательный туризм,Культурно-познавательный,1886,Памятник жёнам декабристов,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.288322,104.305832,0,Point,1661.0,Другое
"Россия, Иркутск, сквер у Вечного Огня",Культурно-познавательный туризм,Культурно-познавательный,1863,Памятник св. Петру и Февронии,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,52.291286,104.280876,0,Point,1084.0,Другое
"Россия, Иркутск, улица Канадзавы",Культурно-познавательный туризм,Культурно-познавательный,1748,Памятник русско-японской дружбы,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,52.285385,104.278107,0,Point,1107.0,Другое
"Россия, Иркутск, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1678,В. И. Ленину,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",0,52.279427,104.2827,0,Point,1366.0,Другое
"Россия, Иркутск, предместье Марата",Культурно-познавательный туризм,Культурно-познавательный,1681,Памятник адмиралу Колчаку,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",0,52.300018,104.295059,0,Point,1374.0,Другое
"Россия, Иркутск, улица Нижняя Набережная",Культурно-познавательный туризм,Культурно-познавательный,1683,Основателям Иркутска от горожан,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",0,52.292645,104.281624,0,Point,1382.0,Другое
"Россия, Иркутск, улица Карла Маркса",Культурно-познавательный туризм,Культурно-познавательный,1684,Вампилов,Иркутск,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",0,52.278564,104.281097,0,Point,1384.0,Другое
"Россия, Иркутский район, село Хомутово, улица Кирова",Культурно-познавательный туризм,Культурно-познавательный,1783,Н. А. Каландаришвили,Иркутский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,52.472652,104.406395,0,Point,1780.0,Другое
"Россия, Иркутская область, Железногорск-Илимский",Культурно-познавательный туризм,Культурно-познавательный,1901,Мемориал,Нижнеилимский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,56.58519,104.117844,0,Point,1842.0,Другое
"Россия, Иркутская область, Ольхонский район, Шара-Тоготское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1888,Памятник Бродяге,Ольхонский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,53.010616,106.806763,0,Point,1663.0,Другое
"Россия, Иркутская область, Слюдянка, Советская улица",Культурно-познавательный туризм,Культурно-познавательный,1708,Паровоз Л-3504,Слюдянский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,51.656631,103.720222,0,Point,792.0,Другое
"Россия, Иркутская область, Тайшетский район, Шиткинское муниципальное образование, рабочий посёлок Шиткино",Культурно-познавательный туризм,Культурно-познавательный,1807,Бюст Зои Космодемьянской,Тайшетский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,56.364269,98.36161,0,Point,1588.0,Другое
"Россия, Иркутская область, Тайшет",Культурно-познавательный туризм,Культурно-познавательный,1845,БТР,Тайшетский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,55.934689,97.994026,0,Point,1844.0,Другое
"Россия, Иркутская область, Усольский район, Белореченское городское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1725,Мамонты,Усольский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.827065,103.542236,0,Point,1525.0,Другое
"Россия, Иркутская область, Усть-Кут, Пролетарская улица",Культурно-познавательный туризм,Культурно-познавательный,1890,Памятник Ленину,Усть-Кутский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,56.79491,105.788071,0,Point,1665.0,Другое
"Россия, Иркутская область, Черемхово, микрорайон Ленинский",Культурно-познавательный туризм,Культурно-познавательный,1721,В.И. Ленину,Черемховский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,53.137081,103.089127,0,Point,1518.0,Другое
"Россия, Иркутская область, Черемхово, сквер Слава Героям",Культурно-познавательный туризм,Культурно-познавательный,1859,Слава Героям,Черемховский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",0,53.142292,103.083786,0,Point,937.0,Другое
"Россия, Иркутская область, Эхирит-Булагатский район, посёлок Усть-Ордынский, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1887,Усть-Орда,Эхирит-Булагатский,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.805618,104.752853,0,Point,1662.0,Другое
"Россия, Иркутская область, Усолье-Сибирское, Комсомольская площадь",Культурно-познавательный туризм,Культурно-познавательный,1724,Братьям Михалёвым,не обнаружено,2,0,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",0,52.757149,103.636864,0,Point,1523.0,Другое
"Россия, Иркутская область, Ангарск, Троицкая улица",Религиозный туризм,Религиозный,2365,Храм Св. Троицы,Ангарский,2,0,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",0,52.528027,103.870911,0,Point,2265.0,Другое
"Россия, Иркутск, улица Сухэ-Батора",Религиозный туризм,Религиозный,2357,Римско-Католический приход успения Богородицы,Иркутск,2,0,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,catholic_churches",0,52.290451,104.282463,0,Point,2255.0,Другое
"Россия, Иркутск, Кировский район",Религиозный туризм,Религиозный,2259,Троицкая церковь (Иркутск),Иркутск,2,0,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,eastern_orthodox_churches",0,52.2855,104.271004,0,Point,2256.0,Другое
"Россия, Иркутск, Байкальская улица",Религиозный туризм,Религиозный,2369,"Храм Святых мучениц Веры, Надежды, Любови и матери их Софии",Иркутск,2,0,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",0,52.258221,104.32885,0,Point,2334.0,Другое
"Россия, Иркутск, Каштаковская улица",Религиозный туризм,Религиозный,2264,Князь-Владимирский мужской монастырь,Иркутск,2,0,Религия OpenTripMap.xlsx,"religion,monasteries,interesting_places",0,52.297657,104.33326,0,Point,2263.0,Другое
"Россия, Иркутск, улица Мира",Религиозный туризм,Религиозный,2353,Храм Рождественский,Иркутск,2,0,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",0,52.350712,104.213516,0,Point,2268.0,Другое
"Россия, Иркутск, улица Лызина",Религиозный туризм,Религиозный,2337,"Церковь Христиан Адвентистов Седьмого Дня, Община №1",Иркутск,2,0,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",0,52.281525,104.334854,0,Point,2335.0,Другое
"Россия, Иркутская область, Усольский район, Тельминское муниципальное образование, рабочий посёлок Тельма, улица Зуева",Религиозный туризм,Религиозный,2344,Тельминская церковь Казанской Иконы Божией Матери (начало XVIIIв.),Усольский,2,0,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",0,52.696518,103.714134,0,Point,2257.0,Другое
"Иркутская область, г. Ангарск, квл. 189, д. 9, (блок 6) рядом с поймой реки Китой ",Активный туризм,Активный,2443,"Лыжная база Место для активного отдыха и занятий спортом, прокат лыжного инвентаря",Ангарский,0,1,Спортивные_объекты_зимние_охотничьи.xlsx,,1,52.544358,103.888249,1,Point,,Другое
"Иркутская область,г. Братск, ул. Гагарина, д. 16",Активный туризм,Активный,2441,Спортивный Охотничий Клуб,Братск,0,1,Спортивные_объекты_зимние_охотничьи.xlsx,Охотничье-рыболовные объекты,1,56.166697,101.62657,1,Point,,Другое
"Иркутская область, Братский район, Шаманская трасса, 3",Активный туризм,Активный,2437,Оздоровительный Горнолыжный комплекс «Орехов камень»,Братский,0,1,Спортивные_объекты_зимние_охотничьи.xlsx,,1,55.719749,101.76085,1,Point,,Другое
"Иркутская область, Братский район, трасса Братск-Усть-Кут, д. 25",Активный туризм,Активный,2438,Картодром Ангара,Братский,0,1,Спортивные_объекты_зимние_охотничьи.xlsx,,1,55.719749,101.76085,1,Point,,Другое
"Иркутск, ул. 5 армии, 2/1 ",Деловой туризм,Деловой,1303,Точка кипения,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.286641,104.267536,1,Point,,Другое
"Иркутск, ул. Байкальская, 279 ",Деловой туризм,Деловой,1304,Байкал бизнес центр,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.257792,104.353406,1,Point,,Другое
"Иркутск, ул. Баррикад, 51/8",Деловой туризм,Деловой,1302,"Арт-завод ""Доренберг""",Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.295944,104.306325,1,Point,,Другое
"Иркутск, ул. Франк-Каменецкого, 16А ",Деловой туризм,Деловой,1301,Музей истории г. Иркутска им. А.М. Сибирякова,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.290684,104.296372,1,Point,,Другое
"Иркутск, ул. Чкалова, 15 ",Деловой туризм,Деловой,1305,КортЪярд Марриотт Иркутск Сити центр,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.288177,104.27324,1,Point,,Другое
"г. Иркутск, ул. Байкальская, 253а",Деловой туризм,Деловой,1295,Сибэкспоцентр,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.256281,104.353747,1,Point,,Другое
"г. Иркутск, ул. Байкальская, 267И ",Деловой туризм,Деловой,1296,Байкал-Арена,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.254925,104.363242,1,Point,,Другое
"г. Иркутск, ул. Карла Маркса, 40 ",Деловой туризм,Деловой,1297,"Галерея ""Революция""",Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.29145,104.297351,1,Point,,Другое
"г. Иркутск, ул. Лермонтова, 253 ",Деловой туризм,Деловой,1299,Библиотека им. И.И. Молчанова-Сибирского,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.251308,104.267689,1,Point,,Другое
"г. Иркутск, ул. Лермонтова, 257 ",Деловой туризм,Деловой,1300,Академический,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.250548,104.265497,1,Point,,Другое
"г. Иркутск, ул. Ширямова, 13",Деловой туризм,Деловой,1298,Международный аэропорт г. Иркутска,Иркутск,0,1,Деловой туризм.xlsx,Не определен,1,52.273009,104.355723,1,Point,,Другое
"Иркутская область, г. Ангарск",Культурно-познавательный туризм,Культурно-познавательный,1082,Креативный железный памятник «Вечный студент».,Ангарский,0,1,Памятники Здания_координаты.xlsx,,1,52.533075,103.888883,1,Point,,Другое
"Иркутская область, г. Ангарск",Культурно-познавательный туризм,Культурно-познавательный,1081,Памятник покорителю космоса,Ангарский,0,1,Памятники Здания_координаты.xlsx,,1,52.550448,103.91272,1,Point,,Другое
"Иркутская область, г. Ангарск, 81 квартал,  ул. Московская",Культурно-познавательный туризм,Культурно-познавательный,1079,Скульптура волка,Ангарский,0,1,Памятники Здания_координаты.xlsx,,1,52.539152,103.884379,1,Point,,Другое
"Иркутская область, г. Ангарск, Парк строителей",Культурно-познавательный туризм,Культурно-познавательный,1083,Стела в честь награждения Ангарска орденом Трудового Красного Знамени,Ангарский,0,1,Памятники Здания_координаты.xlsx,,1,52.533779,103.888424,1,Point,,Другое
"Иркутская область, г. Ангарск, квартал 95",Культурно-познавательный туризм,Культурно-познавательный,1086,Памятник Василию Филипповичу Маргелову,Ангарский,0,1,Памятники Здания_координаты.xlsx,,1,52.53722,103.871568,1,Point,,Другое
"Иркутская область, г. Ангарск, квартал 95, перекресток улиц Горького и Ворошилова",Культурно-познавательный туризм,Культурно-познавательный,1080,Скульптура сурка,Ангарский,0,1,Памятники Здания_координаты.xlsx,,1,52.537902,103.878001,1,Point,,Другое
"Иркутская область, г. Ангарск, квартал 95, ул. Горького",Культурно-познавательный туризм,Культурно-познавательный,1087,«Бронзовый солдат»,Ангарский,0,1,Памятники Здания_координаты.xlsx,,1,52.425264,104.045736,1,Point,,Другое
"Иркутская область, г. Ангарск, микрорайон 12а, перед Музеем Победы",Культурно-познавательный туризм,Культурно-познавательный,1085,Мемориальная скульптурная композиция «Голуби мира»,Ангарский,0,1,Памятники Здания_координаты.xlsx,,1,52.512202,103.861581,1,Point,,Другое
"Иркутская область, г. Братск",Культурно-познавательный туризм,Культурно-познавательный,1037,Монумент транспортным строителям участка железной дороги «Тайшет-Лена»,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.151682,101.633505,1,Point,,Другое
"Иркутская область, г. Братск",Культурно-познавательный туризм,Культурно-познавательный,1038,Обелиск в честь 25-летия Ангарстроя,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.275285,101.894749,1,Point,,Другое
"Иркутская область, г. Братск, Братская ГЭС",Культурно-познавательный туризм,Культурно-познавательный,1015,Братская гидроэлектростанция,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.291888,101.780151,1,Point,,Другое
"Иркутская область, г. Братск, Братская ГЭС",Культурно-познавательный туризм,Культурно-познавательный,1026,Памятная доска на камне-диабазе в честь строителей ГЭС,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.288886,101.754557,1,Point,,Другое
"Иркутская область, г. Братск, Музей «Ангарская деревня»",Культурно-познавательный туризм,Культурно-познавательный,1009,Мемориальная доска-барельеф Октябрю Михайловичу Леонову,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.148996,101.644231,1,Point,,Другое
"Иркутская область, г. Братск, здание «Сибтепломаш»",Культурно-познавательный туризм,Культурно-познавательный,1040,Бюст Петру Николаевичу Самусенко,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.286077,101.894944,1,Point,,Другое
"Иркутская область, г. Братск, кладбище",Культурно-познавательный туризм,Культурно-познавательный,1012,Обелиск на могиле Героя Советского Союза Андрея Степановича Коньшакова,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.321301,101.694,1,Point,,Другое
"Иркутская область, г. Братск, кладбище",Культурно-познавательный туризм,Культурно-познавательный,1014,Обелиск на могиле Льва Владимировича Горбунова,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.320123,101.73201,1,Point,,Другое
"Иркутская область, г. Братск, кладбище",Культурно-познавательный туризм,Культурно-познавательный,1042,Обелиск на могиле писателя Братска Геннадия Павловича Михасенко,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.292691,101.720932,1,Point,,Другое
"Иркутская область, г. Братск, мыс Пурсей",Культурно-познавательный туризм,Культурно-познавательный,1017,Монумент посвященный 40-летию ВЛКСМ,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.148996,101.644231,1,Point,,Другое
"Иркутская область, г. Братск, угол улиц Погодаева и Солнечной, ул. Погодаева, д. 2 ",Культурно-познавательный туризм,Культурно-познавательный,1010,Памятник Герою Советского Союза Степану Борисовичу Погодаеву,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.311361,101.754133,1,Point,,Другое
"Иркутская область, г. Братск, ул. Воинов- интернациона- листов, д. 11",Культурно-познавательный туризм,Культурно-познавательный,1031,Мемориальная доска Александру Александровичу Воскобойникову,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.321301,101.694,1,Point,,Другое
"Иркутская область, г. Братск, ул. Гидростроителей, д. 91",Культурно-познавательный туризм,Культурно-познавательный,1016,Здание клуба «Комсомолец»,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.291124,101.742848,1,Point,,Другое
"Иркутская область, г. Братск, ул. Коньшакова, д. 13 ",Культурно-познавательный туризм,Культурно-познавательный,1011,Мемориальная доска Герою Советского Союза Андрею Степановичу Коньшакову,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.291962,101.720245,1,Point,,Другое
"Иркутская область, г. Братск, ул. Лесной массив, д. 1а",Культурно-познавательный туризм,Культурно-познавательный,1046,Братское епархиальное управление,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.182947,101.629337,1,Point,,Другое
"Иркутская область, г. Братск, ул. Олимпийская, д. 8",Культурно-познавательный туризм,Культурно-познавательный,1033,Мемориальный комплекс воинам- интернационалистам,Братск,0,1,Памятники Здания_координаты.xlsx,,1,56.311761,101.740155,1,Point,,Другое
"Иркутская область, г. Братск, кладбище",Культурно-познавательный туризм,Культурно-познавательный,1041,Обелиск на могиле Бориса Николаевича Гайнулина,Иркутск,0,1,Памятники Здания_координаты.xlsx,,1,52.272909,104.28909,1,Point,,Другое
"Иркутская область, г. Братск, ул. Братскгэсстроя, д. 77",Культурно-познавательный туризм,Культурно-познавательный,1028,Мемориальная доска-барельеф Владимиру Ивановичу Ревтову,Иркутск,0,1,Памятники Здания_координаты.xlsx,,1,52.232129,104.31531,1,Point,,Другое
"Иркутская область, г. Братск, ул. В.Синицы, д. 9",Культурно-познавательный туризм,Культурно-познавательный,1034,Мемориальная доска  Петру Васильевичу Юдину,Иркутск,0,1,Памятники Здания_координаты.xlsx,,1,52.240256,104.274625,1,Point,,Другое
"Иркутская область, г. Братск, ул. Шаманского ",Культурно-познавательный туризм,Культурно-познавательный,1019,Мемориальная доска Константину Андреевичу Князеву,Иркутск,0,1,Памятники Здания_координаты.xlsx,,1,52.275745,104.312658,1,Point,,Другое
"Иркутская область, г. Братск, здание школы No 41",Культурно-познавательный туризм,Культурно-познавательный,1029,Мемориальная доска Алексею Александровичу Леуткину,Иркутский,0,1,Памятники Здания_координаты.xlsx,,1,52.257922,104.182034,1,Point,,Другое
"Иркутская область, г. Ангарск, 71-й квартал, Парк им. 10-я Ангарска ",Культурно-познавательный туризм,Культурно-познавательный,1078,Скульптурная композиция «Книга желаний»,Слюдянский,0,1,Памятники Здания_координаты.xlsx,,1,51.656271,103.719131,1,Point,,Другое
"Иркутская область, г. Ангарск, Набережная Ангары, Сквер",Культурно-познавательный туризм,Культурно-познавательный,1091,Стела «Крылья»,Усольский,0,1,Памятники Здания_координаты.xlsx,,1,52.559315,103.855071,1,Point,,Другое
"Иркутская область, г. Братск, ул. Наймушина, д. 5 а",Культурно-познавательный туризм,Культурно-познавательный,1035,Мемориальная доска Василиию Ивановичу Сверчкову,Усольский,0,1,Памятники Здания_координаты.xlsx,,1,52.444081,103.193881,1,Point,,Другое
"Россия 665813, Иркутская область, г. Ангарск, квартал 108-й, строение 3/1, офис 201",Промышленный туризм,Промышленный,2540,Экскурсия на Фабрику мороженного «Ангария» / ООО «Ангария» Фабрика мороженного»,Ангарский,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Промышленный.xlsx,Не определен,1,52.537747,103.899846,1,Point,,Другое
"Россия, Иркутская область, г.Ангарск, мкр. Майск, ул. Димитрова, 11",Промышленный туризм,Промышленный,2539,Экскурсия  на  завод  по производству  снековой продукции «От Фенечки»/ИП Подомарев О.В.,Ангарский,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Промышленный.xlsx,Не определен,1,52.573687,103.891564,1,Point,,Другое
"Прохладная ул., 19, Братск, Иркутская обл., 665712",Промышленный туризм,Промышленный,2546,Усадьба «Конный Мир»,Братск,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Промышленный.xlsx,Не определен,1,56.290989,101.653411,1,Point,,Другое
"п.Энергетик, ж.р. Сосновый бор, Земляничная ул., 36, Братск, Иркутская обл., 665730",Промышленный туризм,Промышленный,2547,Конный клуб «Фаворит»,Братск,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Промышленный.xlsx,Не определен,1,56.333963,101.771513,1,Point,,Другое
"г. Иркутск, Александровский тракт, 5 км ",Промышленный туризм,Промышленный,2543,Музей «На свалке»/ полигон ТБО города Иркутска,Иркутский,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Промышленный.xlsx,Не определен,1,52.37441,104.296453,1,Point,,Другое
"665420, г. Свирск, Иркутской области, ул. Профсоюзная, 1",Промышленный туризм,Промышленный,2542,Экскурсия по распиловочному цеху ООО «ТМ Байкал»/ Организатор экскурсий – администрация города Свирска,Черемховский,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Промышленный.xlsx,Не определен,1,53.100983,103.338103,1,Point,,Другое
"Иркутская обл., г. Ангарск, Троицкая ул., 1",Религиозный туризм,Религиозный,2602,Свято-Троицкий кафедральный собор,Ангарский,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Церкви.xlsx,Не определен,1,52.528007,103.870966,1,Point,,Другое
"Иркутская обл., с.Тихоновка",Религиозный туризм,Религиозный,2613,Церковь Святого Уара,Боханский,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Церкви.xlsx,Не определен,1,53.176782,104.225728,1,Point,,Другое
"Иркутская обл., г. Братск, ул. Лесной массив 1-а",Религиозный туризм,Религиозный,2598,Храм Всех Святых в земле Российской просиявших,Братск,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Церкви.xlsx,Не определен,1,56.182947,101.629346,1,Point,,Другое
"Иркутская обл., г. Братск, ул. Полевая, 3",Религиозный туризм,Религиозный,2599,Православная церковь Успения Божией матери,Братск,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Церкви.xlsx,Не определен,1,56.294201,101.694267,1,Point,,Другое
"Иркутская обл., г. Братск, ул. Янгеля, 105а",Религиозный туризм,Религиозный,2600,Римско-католическая церковь святых Кирилла и Мефодия,Братск,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Церкви.xlsx,Не определен,1,56.157995,101.59459,1,Point,,Другое
"Иркутская обл., г. Иркутск, Ленина, 1б",Религиозный туризм,Религиозный,2569,Часовня Казанской иконы Божией Матери г. Иркутска,Иркутск,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Церкви.xlsx,Не определен,1,52.290139,104.279331,1,Point,,Другое
"Иркутская обл., г. Иркутск, бульвар Рябикова, 33",Религиозный туризм,Религиозный,2584,Церковь Двенадцати апостолов,Иркутск,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Церкви.xlsx,Не определен,1,52.262036,104.208328,1,Point,,Другое
"Иркутская обл., г. Иркутск, пер. Краснофлотский, 5-д",Религиозный туризм,Религиозный,2590,"Церковь св. Григория, Епископа Неокесарийского",Иркутск,0,1,Унифицированный_туристский_паспорт_Иркутской_области_2019_Церкви.xlsx,Не определен,1,52.285131,104.270231,1,Point,,Другое
