time,Аларский,Ангарский,Балаганский,Баяндаевский,Бодайбинский,Боханский,Братский,Жигаловский,Заларинский,Зиминский,Иркутский,Казачинско-Ленский,Катангский,Качугский,Киренский,Куйтунский,Мамско-Чуйский,Нижнеилимский,Нижнеудинский,Нукутский,Ольхонский,Осинский,Слюдянский,Тайшетский,Тулунский,Усольский,Усть-Илимский,Усть-Кутский,Усть-Удинский,Черемховский,Чунский,Шелеховский,Эхирит-Булагатский,Иркутск,Братск,Зима,Саянск,Свирск,Тулун,Усть-Илимск,Черемхово,Усолье-Сибирское
2004-11-30,76.16604354739188,83.06278875112534,82.21170988541381,78.06753216436931,65.78333337871163,79.72621062725781,82.79479075016911,76.04248098511695,72.67116920900345,77.1955964359641,83.75858034328178,74.57613831953567,66.68014702258697,76.26165134154046,74.02270291154628,82.23324196249247,68.01855200699397,81.02574309237797,75.52628175829138,78.43859379053116,83.62137359489094,78.524200797081,81.39462823684399,83.4085629557025,80.4077137036757,82.57804066511301,79.36491170459323,77.32928159587176,80.07461369139807,77.964220021082,83.06823447295598,83.737429605484,81.05313274880248,83.70061723232268,83.35845244169235,77.97351579189299,78.51892154455183,78.00912924051285,83.02447703599928,79.99495880365372,76.37076818227769,81.92678403377532
2004-12-31,74.01460726022721,81.82079160451889,72.79077236083836,74.45225979736874,51.59182651343017,76.88833872139453,70.20242850569937,66.63992412376405,73.54060794496536,74.24576952189206,80.70430123514599,64.73513190260182,52.28842823308788,70.19971502614023,58.68404081431505,74.18448688507081,54.81875588239942,64.14962876256307,73.92519631138869,73.92459499895574,80.84237764726984,74.49015114148457,78.63116081384511,70.51185692606435,75.07167089982465,80.40653355176633,60.74448110135397,62.772456292929476,69.07405244914852,76.12708706534428,67.16599665006001,82.1797385392189,78.67605411946774,82.48323526144027,69.77396201610564,74.11063632965087,74.11633360624313,75.57086355447768,74.55802128314971,61.002237894535064,74.21779114484787,80.14359752416611
2005-01-31,73.28804943442344,76.83265636920929,76.74007353122417,72.32325619016375,60.521726049811654,74.17877062231302,79.40133006461255,70.11972741904259,72.51241760396957,74.8714487852156,79.76425322647445,67.66744766885586,63.85085646315144,69.82269277974537,66.5913536778343,77.08201030492782,62.32026429212661,75.07497578112286,73.91507268505437,73.67058727264403,78.76358872774874,73.26160085837047,77.87465345639448,81.66384736276441,76.15210403572429,74.59132858147989,75.14672207824388,70.53897467251176,74.67079989170541,72.85247795529986,81.45800537415916,77.6686100730896,75.0537497516473,79.7933562350273,79.85538429260252,75.07999521970748,75.06769857168197,73.03938697338104,76.30806674718856,75.50184673070908,73.22203263998031,74.34390675783156
2005-02-28,69.75724465489388,75.4701725745201,71.5004902291298,70.57042826720645,61.10564292300363,70.69086812734604,70.88521367243358,68.07028676819802,70.12505440187454,71.26669225677848,77.60299015001014,64.98545557947902,60.33543495276203,67.40217810606956,63.08275832733261,71.447041913867,60.52830140713282,67.84966425116856,70.4271717274402,68.9422732335329,74.52622691573517,69.80586384773254,77.23793633295939,74.4386450449113,71.85226484970612,73.79938309155978,66.76259739224116,66.47194514092105,69.38193564633933,70.72422356180522,72.52126676275616,75.43588943719865,72.20300887783367,77.20051999092102,69.91569088220595,70.2504451227188,70.43809362411498,69.13524892568589,70.77945742845536,67.51044049024581,69.47279710531234,71.70432289361953
2005-03-31,87.74895611882212,91.03162300586699,87.24858613619438,85.16854368175778,71.0492016987554,87.42407501846553,87.60055782674193,82.21031479334829,86.00652990436554,88.04205545961857,88.81874503753802,78.24634922882179,76.63563518021856,82.34734330838064,79.05851468420472,87.96710530906915,73.21484891410101,85.7268377439181,84.59693100069249,87.08478664040565,84.22266968532041,85.53868425846099,85.9866434950095,88.8275382313036,87.64362162199888,89.65584220317697,85.20658173465729,82.6394412533442,85.88508507378246,87.09406862341841,88.48452484948292,89.58360667705536,87.25808006425699,90.08769436597824,87.30929634332657,88.24809603452681,87.96574619293213,88.4180376291275,88.35368760824204,85.94867041826247,87.70665960788727,90.28106664419175
2005-04-30,89.28751997947693,88.75336065053939,89.42111958357003,90.22727712154388,88.80599468449067,89.5983887347579,88.87720610875589,89.75523650722506,87.98153676652906,89.05693429589272,88.97794203493332,89.09892329773345,90.54393035431431,90.57158972920689,90.08570937105426,89.71614266604183,88.23489439507894,90.09599505588741,87.0055826734858,89.40965656101703,89.90628628665749,89.45693984429039,86.53555446954874,88.21320021448598,88.73653329314607,88.33495733627906,90.37610410992305,90.55578723177497,89.18733825128905,87.86421873351804,88.97563122465498,88.40535266447066,90.10438572525977,89.02052681446074,88.24618548154831,89.35433696746824,89.67594899892805,89.16823866128921,89.4928136897087,90.852733938694,89.48995193719864,89.09128554105759
2005-05-31,77.14187815626461,75.37037725687027,80.28802948291484,79.5459338389124,86.809072032242,78.0512455329299,80.84525360618318,82.14068335642813,79.94405203135807,77.17067673698067,80.8879841687061,82.36861977131335,81.97813773590899,81.13577758101054,81.10824632869702,77.62039517213901,84.87302924494516,81.06740005397796,83.42687411902206,78.61771770179271,86.74878607460946,80.95945346037547,83.4575837448927,78.34405943024544,78.89971120184119,77.6786762879445,80.96514634794659,81.5082312160951,81.16811955544414,79.13151697428329,79.13858867622555,77.31794438171387,78.88073179384072,77.66132103443144,84.08649294376373,76.8444515967369,76.98671391010284,75.70265393018722,77.27314193248749,80.93258347034454,76.1110707783699,75.71168140172958
2005-06-30,78.82488808472951,78.82629235506057,75.85489542511792,78.79445767027991,72.04587031413767,78.03311660438776,75.43590418719627,74.99663097567559,73.75756872280438,76.90838334441183,73.69395051700099,75.86902370449786,81.94703297743732,77.98861609189852,80.43088414537573,77.6324646147092,73.94959906564438,78.5795430849393,66.69833843818732,80.19228101968766,68.48870299057526,75.60660685168372,67.12463329085936,76.21166779431603,73.4922100517244,74.98629525349689,78.1409017425378,77.72771871878776,75.91779584191283,73.13450133105982,77.18613980539261,75.58712741303444,78.71180567502975,78.33423363924025,73.32928926587105,77.54043661117554,79.14330181837082,79.04974007844923,75.76874014616013,78.90945513486861,78.75680156230926,78.52153351545333
2005-07-31,88.65530943274497,88.4920960187912,88.58672577876311,89.3350231051445,79.32157259020825,88.38806569904091,88.75725674516197,87.96369989991186,84.24364558108645,87.80284535989165,84.74623283280268,87.86424213641648,88.15763874251222,89.31665979392187,89.52153982572467,88.35347822343309,83.91926647162437,89.91135867124136,77.0242776695213,89.43589706122873,82.41810434151779,87.58677514659034,80.86410078553054,86.24174807921534,82.81087416063656,85.31175326952565,88.80861657182376,89.95192395901975,89.28607386409018,83.51117594392403,88.51069169301834,85.4621691801548,87.63280246893562,87.96817882299423,89.16978455305099,89.18462300300598,91.09344961643217,88.3943326115608,85.13424212694167,88.77308130264282,88.7542668223381,88.47887376546859
2005-08-31,85.27537427743276,82.04292414665223,81.49656355656109,81.01676828520638,68.6269718948315,82.55285834580661,80.1498702345111,76.55432582263946,77.68235379950204,81.38000570110977,81.52608578929197,76.99071011815752,78.16186984538378,78.10738629937171,80.97431063667634,80.78059004594883,73.55462807832446,81.42764389207628,68.95454129128584,86.37370120882987,79.93167317896179,80.48796551783877,73.52210649416996,81.89524653421294,75.67830153772324,77.23425592385804,82.45728837617237,79.98769950922623,79.68527359023386,75.97728883344193,82.98358364529079,77.622044516325,81.28424738367399,82.43735424399375,82.56242273569106,83.15202556371688,83.22028715372085,83.55954140424728,78.96415701270102,83.58119023084639,85.77259984254836,82.54226856708527
2005-09-30,73.80990103960036,71.88771364688873,74.13264471255815,78.17806512083325,81.01405533643633,73.16802413374187,73.62158749756873,78.98453918018342,76.96144775295257,75.19872789263725,70.45206476759029,77.25642414622492,76.27768273191582,79.74069968015809,75.48396214687936,75.08456368486085,78.9579304613613,75.17418856594298,79.28066479544555,72.93864038825033,72.04943549076715,74.65950024843217,71.41445437192915,73.43289681296196,76.13399891311471,74.69971094424908,75.47512345981598,76.76825527170557,75.73938052508296,76.6196574373867,73.9451332498732,73.15515053844452,76.4587744784355,69.70496471643447,71.34244406461715,74.67524518728256,74.76472557544707,73.3898353266716,74.3180275440216,74.24517951250077,73.88764599561691,71.58221334457397
2005-10-31,82.03387266635895,81.53391987323761,80.28352555623421,85.92727169036867,79.22196676761939,81.48659317225219,79.16674478462765,81.06035661668778,83.0154542725881,81.5060072569549,79.66858174650756,78.70452615998008,81.75430384395547,83.19053888310705,78.6412968511225,80.383018835783,76.9221817643983,80.1462826950815,80.28591657883355,79.97258905768395,80.41098873340721,80.80655163129171,78.73622942539363,78.61392140719197,80.86615292852574,82.92988649845122,79.79219714689255,79.75194329562011,79.6685749529819,83.28544647434482,78.85531344792199,82.0459774980545,85.27793909152349,79.66083409070968,78.15001259088515,80.23783472537994,80.36770172834396,81.90305170059204,80.16489061355591,78.70236788034438,82.20352606534958,81.45566905736924
2005-11-30,81.40550666809082,82.13970999002457,79.99534673489057,76.35095995971135,52.45324264182098,80.23479996830224,79.0514715141445,72.87972517485619,79.68784787654874,82.22321687921881,82.28727666192583,65.9564066774195,58.91199453354535,73.19716598585673,61.381005847654606,81.46508333782354,53.190466247535895,76.4835518415769,74.76341893477098,81.22388952732084,80.83206454486559,78.49204844395318,81.26253486303185,79.41102601112857,82.05529882929541,82.14189683877504,75.02186492093404,71.68115311740357,76.3752683864321,81.55580735154773,79.01408379157384,82.7765832400322,78.76127404530843,82.74568166732787,79.38675254583359,81.30061257123947,81.13755546331404,81.69387930870056,81.83889112234115,75.66362847566604,81.29149431943893,81.68132934570312
2005-12-31,70.06060319542884,76.38305821657181,69.19404040501666,66.93668924263544,52.42244915379532,70.32606316953897,68.08631120814907,63.72916223878861,73.24026507568358,73.22563200190662,78.42863595556331,62.61552643828579,55.48815303547741,65.34540370191847,58.128576901761186,70.39642460793256,53.26735045078823,63.87929126008351,70.72598309306163,69.74114797651767,77.79390895641211,67.97658926407496,80.69974778872269,69.62311474769348,75.09497948061335,77.72331538915633,62.88644422698021,62.072174793113874,66.12030515242597,75.0542566451819,66.7076780962944,81.03413228750229,72.64727814098198,79.77001800775527,68.13766430616378,69.69042950153352,69.74036734104156,70.39446424245834,70.43751338243483,63.4106416773796,69.43280314683915,73.30494346380233
2006-01-31,66.05916200637817,69.13893177747727,67.87574360480674,69.79358867168426,50.569424232994685,69.2337048381567,66.4595073813587,63.52629752287864,66.03282291173934,67.13232647106051,75.23489279173039,61.900890777234885,50.87145646327162,66.96910105701856,52.609286194226456,67.77602453410624,50.64165849810554,61.57575587113698,66.73970346095307,66.69922416210174,75.40759556900372,68.21242535193761,77.48112630587357,65.12506967502254,67.73115239793604,68.63162911470118,56.705628489096966,58.46803553725466,66.11766092271222,68.15592254960018,62.68760780016583,70.39785054540633,72.21050127287705,72.18191076517105,66.12991466283798,67.25688022136687,67.38359723091125,66.63951983451842,67.5287165403366,56.92294839859008,65.8160334944725,69.29023039579391
2006-02-28,80.41531388998031,82.19101986169815,77.81664772877326,77.56421889032636,62.99191234412891,80.03361087113618,75.98860591569503,71.7272120648384,80.82851804685592,81.55746651232242,83.19286129147918,68.31110810097161,64.1059551731985,73.73568303057125,66.43818822270242,80.19686247825624,63.80586391875858,70.25323521137236,80.51668415782707,78.97113828182219,79.06441190437837,78.05422141949335,84.49594224141192,81.31290148619682,82.06455883567982,82.53418801252658,69.23369112070402,68.26720681125735,74.68235445947063,82.59291415660276,77.21459963276271,82.48426004552842,79.5184059055646,83.05580116271972,73.50299894332885,80.97972501516342,80.60562758922578,80.03028133869171,80.99735609054565,69.39807263135908,79.76966861248016,81.32180785894393
2006-03-31,84.9598784148693,86.29993665456772,84.03373312124837,82.89482669421604,65.23905283162307,83.49095426350831,84.01340326101747,79.39254271726608,82.89909610891341,85.4307343968749,86.80732473806097,74.88994777521529,69.20217947115962,79.1663176825387,74.0594742436721,85.38979928215343,68.60073234394618,80.65946199968126,79.92333582188401,83.93384221374988,82.08879425583464,82.4582862885793,85.87959097312046,83.71143302117626,84.69988254265351,86.34500813282456,79.04563463086551,77.4161261531453,82.14868893744993,83.92222198569256,83.19194019983684,86.72065941905974,85.12566669185956,87.00835901737211,83.66394540548325,85.55938324451445,85.0074584364891,84.13101363897323,86.04340890407562,80.11563335418701,84.0332961654663,85.25127029180526
2006-04-30,91.04118154644965,91.90392162799836,91.22611078849205,92.63384356839317,88.07881328624897,91.84303719103335,90.85728206386814,91.71307386813163,89.24684862089157,91.07559605240822,91.26441939627682,89.52770017029401,88.50011967421882,92.06256960582733,89.49260537833811,91.31884069343408,86.5762706827663,90.82177643616993,86.75533983722327,91.44212089180945,90.94726101022779,91.40932354132333,89.77546276954503,90.09892745994753,89.9896167515986,91.03190257365887,90.66829555829365,90.90018804020352,91.09260210290246,89.19610853537266,90.87788294996535,91.91209715127944,92.25469863315423,92.09277038574217,90.60823729038238,91.85597864389419,91.84197565317153,91.08824537992479,91.20866647958755,90.68328456878663,91.09640880823133,92.07987768650055
2006-05-31,79.6921193051338,78.28649667739867,80.31358512915098,83.1903683931487,85.5282840678404,80.06458594799041,80.60717985704348,82.58990237374306,81.90357633558908,78.63560508474708,83.20818610235497,82.06305159441835,85.25465059200704,83.83915822035927,81.50509843590102,78.4515384615461,84.62389355071386,80.52322565428416,84.20220799497196,79.62492051005364,86.93383915315975,82.35533172633913,85.38046774332338,78.22634010707179,80.35160569205429,80.21757582077612,80.6580631169743,81.07545097368734,81.27128866375709,81.32206943615621,78.44007370316793,80.07494058704376,81.99560098469257,81.46253397464751,84.62736752033233,77.6870214509964,77.98094618320465,78.64219343423842,78.35117824554442,79.61294922590255,78.92432080984116,78.57608597278595
2006-06-30,82.30876649975777,82.36775656700134,78.54445169063715,81.11544276305608,74.88366904934932,80.88779686123132,78.81683019717018,77.45932687764167,76.12437441682813,79.4634702812135,75.92918787364606,79.02398455353527,86.82583461550492,77.06919539015632,84.08649095820489,78.97272213081519,77.52437126400355,83.07485405243767,71.10416051541054,82.2857175439596,68.33499375811128,77.40304469188055,71.246501590472,84.35716158332362,76.2801221218976,77.61312868338364,87.31263367043603,84.14910978449716,78.79130314783173,76.15020018940383,84.17246814417459,78.64481262588501,79.46409034967421,80.94848813533783,74.31994011282922,80.44388394117355,80.02620777845382,83.23467446565628,80.16790167331695,87.66750921726228,83.22021635055542,82.07146747112274
2006-07-31,84.03107766628266,82.84033539772034,85.1702101785403,84.7061436683791,84.3530156612499,84.12380047306418,86.72638478918509,84.31722990648746,77.78958994698525,81.86190380595625,80.40286485307749,86.95209175927296,92.695771205066,84.72687301935468,91.64497026840104,84.507830350399,88.1814753867785,90.17955437972812,71.8960700240944,86.20827631145714,79.24999589856827,83.4532441192203,72.51306795991383,85.01059094611675,78.76354475014138,78.77471877391523,91.89441136564149,90.6019121505596,86.14996366783065,76.91459042191505,87.86080190312296,79.41379078888893,83.64792068729798,81.96168054938316,87.66991901636122,83.25090508341789,83.22596742033957,83.2206380212307,82.37270033121108,92.17713396549223,85.23083370327949,82.8515085721016
2006-08-31,70.96965897738933,73.06619562029837,69.17359763833193,72.13548532826559,60.48432078208902,71.94067925319075,70.22910039892443,64.76496442923546,65.47416058683395,68.24244629658757,73.70063088986609,67.72917185159471,72.89425637574719,68.49238682413102,68.88791190624237,68.11675480375688,62.97382611722037,70.22262423062325,60.72244917410824,72.15193858593702,73.59252513000459,68.91534595092138,68.94724931634389,71.02718309119825,64.84989257183942,70.16728043684591,71.77507691057522,67.81048259066945,67.52441314045264,67.24831798190654,72.55034001694787,70.27748299884796,72.36117432922124,73.0560153889656,74.0532280087471,69.130791066885,69.11322957158089,73.03532870173454,68.32399549722672,72.98566929578782,69.98698045134543,73.27759899139404
2006-09-30,71.89523972590764,71.95417236089706,71.99332011021102,76.66805745295116,77.93079973682248,72.77484658539295,70.83296881669527,77.04640367751121,74.03913684399922,71.21221608102321,69.84325952415112,75.77644634689602,78.77816908279836,78.1611279611247,75.82969973007097,72.37404557724793,76.6671544370197,74.3942802872128,77.36670125778232,71.48561114549636,71.56623995607548,73.92681746058993,69.66289079170961,71.11567071787772,73.24717885111315,72.88174671008036,73.10887563302782,77.072023679592,73.73969969691062,74.10275045156479,70.88784585339683,71.42566215515136,76.10639127651851,69.13155900716782,69.01271596193314,70.29958184003829,70.56027094125747,72.14235453605652,72.51130779266357,72.43752758741378,72.46059505939483,71.91382243871689
2006-10-31,85.84277259707451,85.76348222494126,84.24540306788224,87.06125396490098,79.65183837238057,86.01259198486805,84.01124704103964,84.35604364414216,85.87607020537058,84.49465125054121,84.7334452955811,82.15817252180791,82.29870549927018,85.59298792171478,82.45307107067553,83.95708413422108,79.60448433655782,84.58627817694345,82.86821632900408,85.71214075684547,84.87605913436772,85.92805068625344,83.77284071225385,83.76343106285218,84.31914560578086,86.307756287318,84.35734715533256,84.12279857032091,84.50038126609763,86.46549897815869,84.36927135558355,85.9018509078026,87.06520950098832,85.2996956706047,83.66627923727036,83.91150878667831,83.92986528873443,85.81847494840622,83.80502680540084,84.52298856973648,85.94538520574568,85.65928809642791
2006-11-30,78.50735915660857,80.79554106712341,76.63217427400443,72.82279368366514,50.58215935254918,77.33706962019205,74.55617229458572,67.69835915985107,77.31889130496978,79.28274109050629,80.92388018069443,60.64686268552557,51.7874572832617,69.56325429177284,55.06995888340139,77.90189011722802,50.81368377056575,64.59744581217238,75.24785378458243,79.58178649008275,79.17118730306625,74.86416767756144,81.0904918197485,76.81652520875775,79.64483605514873,80.92018040675381,61.12240267788039,59.90949256961729,70.69475258053566,78.55513018763583,72.40739852916627,82.4564836874008,75.80059021552402,82.35356281995773,75.17445506811141,78.9381672000885,78.88127977848053,78.0281569457054,79.15077442884444,60.677229938507075,78.19928642988205,78.74861584663391
2006-12-31,80.9160337626934,81.87267456054687,81.77524085374979,81.0099292080743,62.46229019034525,81.3568172213435,82.66863409875275,78.66753503050805,81.32491556072236,81.71518830955029,79.81482269578511,77.51414806375256,70.8562863696438,79.16189355182648,75.63857479244749,82.19223399102688,67.19697402699788,81.49186468346913,80.98994259393639,80.70303307354449,80.26835713140892,81.12027935504912,78.51099665311668,80.18334799182028,82.76877647139808,82.75602582894837,80.89390699383947,80.28965462390288,81.31864232131412,82.24685637950897,81.96023656610457,83.14210307312011,82.09286743720372,82.35279136896133,82.86894100904465,81.40124615669251,81.29109219551086,80.79729678630828,82.51526914119721,79.82688826084136,80.69530774831772,81.4071608710289
2007-01-31,81.42170987963677,82.1821069073677,82.6601266332773,82.3674565740994,74.24120179591507,82.08575854420661,83.36673927121348,80.69971255683897,81.15709103965759,82.22762141764164,82.86527522678725,79.02320320900382,79.33373329986937,80.17767629330497,79.25667257750146,82.5605261746049,75.59443979885465,83.14244082641602,80.55245069054621,81.47679013311863,83.29600395231536,82.22621271928149,81.73168471446402,83.38824136880133,82.72586338238283,82.22293711607273,82.87158299390474,82.31929119375017,82.57427141296618,82.11582990356112,83.45507682675407,82.6442957291603,83.14423724194367,82.7290817451477,83.2113586616516,82.02078957319259,81.98767421245574,81.27339353322982,82.45824971675873,83.30674479484559,81.20474395275114,82.02010165452957
2007-02-28,84.06234659552574,83.55194254398346,84.47915852161555,86.81562700271606,68.67001345787583,83.91281239956616,84.31506867455197,84.35514310760497,83.91197137943904,84.32274239361286,82.5724353948346,82.03650289355934,63.85593336714783,85.45862277766636,79.41885066836795,84.44726959556341,73.99010561332247,83.37671030251185,83.45325694631254,84.17830580472946,84.75577060721136,84.58216849486033,81.65116689058452,83.75245848209626,84.52409384120594,84.05161383188688,80.76070388333002,82.95198527074153,84.46772910969597,84.28174417164014,84.09147919030417,83.7336224336624,86.09416880170504,82.60968491315842,84.36697531223297,84.33654340505599,84.31063297986984,83.9738001704216,84.45900230407715,82.15262411594391,83.97800759077072,83.36986126422882
2007-03-31,83.97167270064352,84.90089337587357,83.85267645065599,81.5733291700908,65.04848862968642,83.52317509442567,84.20874812903344,78.03567430939675,82.7129788403511,85.39701439216732,84.66170156593674,75.10247374661556,69.9283175607642,77.60482675579617,74.52147488351177,85.22602484673261,69.6038947990054,81.2807067255974,79.30647253104618,83.10054184377194,81.32165684678338,82.32425727049508,82.95794142429644,85.91312416126651,84.38873218782018,83.57883365172607,80.00815852801006,77.840707988739,81.97738774216906,82.96797825087671,85.03998459055309,83.56544660568237,83.15616337378819,85.19538969755172,83.70100150823592,85.38008974313735,84.93947403430938,83.13945440053939,85.64672698974609,80.71316976070403,83.0199617600441,84.42789738178253
